Database,Material,Subtype,kgCO2e/kg,Comments,density,wastage,densityAssumption,wasteReference,Latest,,
ICE v3.0b 2019 (UK),Asphalt,4% bitumen binder content,0.0522,Straight run bitumen content by mass,2300,5,Mode from CIBSE data,Assumed as 5% for baseline,TRUE,,
ICE v3.0b 2019 (UK),Asphalt,5% bitumen binder content,0.0542,Straight run bitumen content by mass,2300,5,Mode from CIBSE data,Assumed as 5% for baseline,TRUE,,
ICE v3.0b 2019 (UK),Asphalt,6% bitumen binder content,0.0563,Straight run bitumen content by mass,2300,5,Mode from CIBSE data,Assumed as 5% for baseline,TRUE,,
ICE v3.0b 2019 (UK),Asphalt,7% bitumen binder content,0.0584,Straight run bitumen content by mass,2300,5,Mode from CIBSE data,Assumed as 5% for baseline,TRUE,,
ICE v3.0b 2019 (UK),Bitumen,Straight-run,0.191,"Source: Eurobitume 2012. Life cycle inventory, bitumen, EBA",2400,5,Highest from CIBSE data (composite flooring),Assumed as 5% for baseline,TRUE,,
ICE v3.0b 2019 (UK),Bitumen,Polymer modified (PMB),326,"Source: Eurobitume 2012. Life cycle inventory, bitumen, EBA",2400,5,Highest from CIBSE data (composite flooring),Assumed as 5% for baseline,TRUE,,
ICE v3.0b 2019 (UK),Bricks,General (common brick),0.21,,2100,20,Single value from the concrete society,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,General (UK average),0.832,Mixture taken from average UK sector cement EPD,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,"Average CEM I, OPC",0.912,This is a standard cement with no cementitious additions,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM II-A-S - 13% GGBS,0.803,This cement permits between 6-20% GGBS,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM II-B-S - 28% GGBS,0.672,This cement permits between 21-35% GGBS,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM II-A-P - 13% natural pozzolanic ash,0.798,This cement permits between 6-20% natural pozzolanic ash,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM II-B-P - 28% natural pozzolanic ash,0.661,This cement permits between 21-35% natural pozzolanic ash,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM II-A-V - 13% fly ash siliceous,0.798,This cement permits between 6-20% siliceous fly ash,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM II-B-V - 28% fly ash siliceous,0.661,This cement permits between 21-35% siliceous fly ash,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM II-A-W - 13% fly ash calcareous,0.798,This cement permits between 6-20% calcareous fly ash,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM II-B-W - 28% fly ash calcareous,0.661,This cement permits between 21-35% calcareous fly ash,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM II-A-L - 13% limestone,0.799,This cement permits between 6-20% limestone,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM II-B-L - 28% limestone,0.664,This cement permits between 21-35% limestone,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM II-A-M - 16% cement replacement,0.774,This cement permits between 12-20% cement replacement,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM II-B-M - 28% cement replacement,0.666,This cement permits between 21-35% cement replacement,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM III-A - 50.5% GGBS,0.475,This cement permits between 36-65% GGBS,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM III-B - 73% GGBS,0.278,This cement permits between 66-80% GGBS,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM-III-C - 88% GGBS,0.147,This cement permits between 81-95% GGBS,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM-IV-A - 23% cement replacement,0.707,This cement permits between 11-35% pozzolanic materials,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM-IV-B - 46% cement replacement,0.501,This cement permits between 38-55% pozzolanic materials,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM-V-A - 24% GGBS & 24% cement replacement,0.489,This cement permits between 18-30% GGBS and 18-30% pozzolanic materials,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Cement,CEM-V-B - 36% GGBS & 36% cement replacement,0.284,This cement permits between 31-49% GGBS and 31-49% pozzolanic materials,1860,5,General cement value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Mortar,1:3 cement sand mix (CEMI),0.2,Modelled with CEMI,1688,5,Calculated from sand (1631 kg/m3)  & cement (1860 kg/m3) densities,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Mortar,1:4 cement sand mix (CEMI),0.163,Modelled with CEMI,1677,5,Calculated from sand (1631 kg/m3)  & cement (1860 kg/m3) densities,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Mortar,1:5 cement sand mix (CEMI),0.138,Modelled with CEMI,1669,5,Calculated from sand (1631 kg/m3)  & cement (1860 kg/m3) densities,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Mortar,1:6 cement sand mix (CEMI),0.12,Modelled with CEMI,1664,5,Calculated from sand (1631 kg/m3)  & cement (1860 kg/m3) densities,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Mortar,1:0.5:4.5 cement lime sand mix (CEMI),0.169,Modelled with CEMI,1812,5,"Calculated from sand (1631 kg/m3), lime (3340 kg/m3) & cement (1860 kg/m3) densities",WRAP,TRUE,,
ICE v3.0b 2019 (UK),Mortar,1:1:6 cement lime sand mix (CEMI),0.152,Modelled with CEMI,1873,5,"Calculated from sand (1631 kg/m3), lime (3340 kg/m3) & cement (1860 kg/m3) densities",WRAP,TRUE,,
ICE v3.0b 2019 (UK),Mortar,1:2:9 cement lime sand mix (CEMI),0.133,Modelled with CEMI,1935,5,"Calculated from sand (1631 kg/m3), lime (3340 kg/m3) & cement (1860 kg/m3) densities",WRAP,TRUE,,
ICE v3.0b 2019 (UK),Mortar,1:3 cement sand mix (UK Average),0.183,Modelled with CEMI,1688,5,Calculated from sand (1631 kg/m3)  & cement (1860 kg/m3) densities,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Mortar,1:4 cement sand mix (UK Average),0.149,Modelled with CEMI,1677,5,Calculated from sand (1631 kg/m3)  & cement (1860 kg/m3) densities,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Mortar,1:5 cement sand mix (UK Average),0.127,Modelled with CEMI,1669,5,Calculated from sand (1631 kg/m3)  & cement (1860 kg/m3) densities,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Mortar,1:6 cement sand mix (UK Average),0.11,Modelled with CEMI,1664,5,Calculated from sand (1631 kg/m3)  & cement (1860 kg/m3) densities,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Mortar,1:0.5:4.5 cement lime sand mix (UK Average),0.157,Modelled with CEMI,1812,5,"Calculated from sand (1631 kg/m3), lime (3340 kg/m3) & cement (1860 kg/m3) densities",WRAP,TRUE,,
ICE v3.0b 2019 (UK),Mortar,1:1:6 cement lime sand mix (UK Average),0.142,Modelled with CEMI,1873,5,"Calculated from sand (1631 kg/m3), lime (3340 kg/m3) & cement (1860 kg/m3) densities",WRAP,TRUE,,
ICE v3.0b 2019 (UK),Mortar,1:2:9 cement lime sand mix (UK Average),0.127,Modelled with CEMI,1935,5,"Calculated from sand (1631 kg/m3), lime (3340 kg/m3) & cement (1860 kg/m3) densities",WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete admixtures,General,1.67,Average of all EPD data collected,1300,4,Average from IBU PCR 0.7.2014 Part B for concrete admixtures,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete admixtures,Air entrainers (Europe),0.527,European EPDs from EFCA,1300,4,Average from IBU PCR 0.7.2014 Part B for concrete admixtures,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete admixtures,Hardening accelerators,2.28,European EPDs from EFCA,1300,4,Average from IBU PCR 0.7.2014 Part B for concrete admixtures,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete admixtures,Placticisers & superplacticisers,1.88,European EPDs from EFCA,1300,4,Average from IBU PCR 0.7.2014 Part B for concrete admixtures,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete admixtures,Retarders,1.31,European EPDs from EFCA,1300,4,Average from IBU PCR 0.7.2014 Part B for concrete admixtures,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete admixtures,Set accelerators,1.33,European EPDs from EFCA,1300,4,Average from IBU PCR 0.7.2014 Part B for concrete admixtures,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete admixtures,Water resisting,2.67,European EPDs from EFCA,1300,4,Average from IBU PCR 0.7.2014 Part B for concrete admixtures,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,General,0.103361345,Strongly advised not to select general for concrete if content is known,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 0 (6/8 MPa),0.065413856,Assumed 150 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 1 (8/10 MPa),0.089870082,Assumed 220 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 2 (12/15 MPa),0.097099819,Assumed 240 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 3 (16/20 MPa),0.104183166,Assumed 260 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,20/25 MPa,0.112022811,Assumed 285 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,25/30 MPa,0.119017286,Assumed 305 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,28/35 MPa,0.126021336,Assumed 325 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,32/40 MPa,0.138244351,Assumed 360 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,35/45 MPa,0.148699729,Assumed 390 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,40/50 Mpa,0.159124859,Assumed 420 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV1,0.126018557,Assumed 325 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV2,0.138248429,Assumed 360 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 0 (6/8 MPa) - with CEM I,0.070437227,"Assumed 150 kg cementitious content per m3 concrete. Compressive strength designation C6/8 Mpa.  28 day compressive strength under British cube method of 8 MPa, under European cylinder method 6 MPa. Possible uses: Kerb bedding and backing. Data is only cradle to factory gate.",2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 1 (8/10 MPa) - with CEM I,0.097192891,"Assumed 220 kg cementitious content per m3 concrete.Possible uses: mass concrete, mass fill, mass foundations, trench foundations, blinding, strip footing.",2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 2 (12/15 MPa) - with CEM I,0.104959551,Assumed 240 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 3 (16/20 MPa) - with CEM I,0.112663883,Assumed 260 kg cementitious content per m3 concrete. Possible uses: garage floors.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 20/25 (20/25 MPa) - with CEM I,0.120928209,Assumed 285 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 25/30 (25/30 MPa) - with CEM I,0.128571933,Assumed 305 kg cementitious content per m3 concrete. Possible uses: reinforced foundations.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 28/35 (28/35 MPa) - with CEM I,0.136185061,"Assumed 325 kg cementitious content per m3 concrete. Possible uses: reinforced foundations, ground floors.",2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 32/40 (32/40 MPa) - with CEM I,0.149482537,"Assumed 360 kg cementitious content per m3 concrete. Possible uses: structural purposes, in situ floors, walls, superstructure.",2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 35/45 (32/40 MPa) - with CEM I,0.160874182,Assumed 390 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 40/50 (40/50 MPa) - with CEM I,0.172289283,"Assumed 420 kg cementitious content per m3 concrete. Possible uses: high strength applications, precasting.",2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV1 - with CEM I,0.136181236,Assumed 325 kg cementitious content per m3 concrete. Possible uses: domestic parking and outdoor paving.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV2 - with CEM I,0.149486616,Assumed 360 kg cementitious content per m3 concrete. Possible uses: heavy duty outdoor paving.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 0 (6/8 MPa) - 14% Limestone,0.061434468,Assumed 147 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 1 (8/10 MPa) - 14% Limestone,0.15422425,Assumed 430 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 2 (12/15 MPa) - 14% Limestone,0.090489451,Assumed 235 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 3 (16/20 MPa) - 14% Limestone,0.09663503,Assumed 255 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 20/25 (20/25 MPa) - 14% Limestone,0.104028062,Assumed 279 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 25/30 (25/30 MPa) - 14% Limestone,0.110827786,Assumed 300 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 28/35 (28/35 MPa) - 14% Limestone,0.117384856,Assumed 320 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 32/40 (32/40 MPa) - 14% Limestone,0.128834231,Assumed 355 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 35/45 (32/40 MPa) - 14% Limestone,0.140281057,Assumed 390 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 40/50 (40/50 MPa) - 14% Limestone,0.152869896,Assumed 428 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV1 - 14% Limestone,0.116889914,Assumed 319 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV2 - 14% Limestone,0.129287759,Assumed 356 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 0 (6/8 MPa) - 35% natural pozzolanic ash,0.055653295,Assumed 173 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 1 (8/10 MPa) - 35% natural pozzolanic ash,0.075670552,Assumed 253 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 2 (12/15 MPa) - 35% natural pozzolanic ash,0.081413702,Assumed 276 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 3 (16/20 MPa) - 35% natural pozzolanic ash,0.08716595,Assumed 299 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 20/25 (20/25 MPa) - 35% natural pozzolanic ash,0.094095576,Assumed 328 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 25/30 (25/30 MPa) - 35% natural pozzolanic ash,0.099829868,Assumed 351 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 28/35 (28/35 MPa) - 35% natural pozzolanic ash,0.105882968,Assumed 375 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 32/40 (32/40 MPa) - 35% natural pozzolanic ash,0.117064368,Assumed 420 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 35/45 (32/40 MPa) - 35% natural pozzolanic ash,0.124111219,Assumed 449 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 40/50 (40/50 MPa) - 35% natural pozzolanic ash,0.132634149,Assumed 483 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV1 - 35% natural pozzolanic ash,0.105567996,Assumed 374 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV2 - 35% natural pozzolanic ash,0.11731758,Assumed 421 kg cementitious content per m3 concrete.,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 0 (6/8 MPa) - 15% fly ash,0.063909565,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 1 (8/10 MPa) - 15% fly ash,0.12816178,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 2 (12/15 MPa) - 15% fly ash,0.096113765,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 3 (16/20 MPa) - 15% fly ash,0.103085312,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 20/25 (20/25 MPa) - 15% fly ash,0.111010356,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 25/30 (25/30 MPa) - 15% fly ash,0.118001887,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 28/35 (28/35 MPa) - 15% fly ash,0.126117949,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 32/40 (32/40 MPa) - 15% fly ash,0.139079106,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 35/45 (32/40 MPa) - 15% fly ash,0.148538474,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 40/50 (40/50 MPa) - 15% fly ash,0.158975104,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV1 - 15% fly ash,0.125911465,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV2 - 15% fly ash,0.139277672,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 0 (6/8 MPa) - 30% fly ash,0.056598322,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 1 (8/10 MPa) - 30% fly ash,0.143537006,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 2 (12/30 MPa) - 30% fly ash,0.085461064,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 3 (16/20 MPa) - 30% fly ash,0.091549249,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 20/25 (20/25 MPa) - 30% fly ash,0.098877227,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 25/30 (25/30 MPa) - 30% fly ash,0.105038992,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 28/35 (28/35 MPa) - 30% fly ash,0.113086698,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 32/40 (32/40 MPa) - 30% fly ash,0.125132545,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 35/45 (32/40 MPa) - 30% fly ash,0.13272688,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 40/50 (40/50 MPa) - 30% fly ash,0.141912552,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV1 - 30% fly ash,0.112747713,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV2 - 30% fly ash,0.125458217,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 0 (6/8 MPa) - 40% fly ash,0.052306044,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 1 (8/10 MPa) - 40% fly ash,0.070761249,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 2 (12/40 MPa) - 40% fly ash,0.076058099,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 3 (16/20 MPa) - 40% fly ash,0.081364047,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 20/25 (20/25 MPa) - 40% fly ash,0.087762519,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 25/40 (25/40 MPa) - 40% fly ash,0.093052386,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 28/35 (28/35 MPa) - 40% fly ash,0.098636908,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 32/40 (32/40 MPa) - 40% fly ash,0.10894878,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 35/45 (32/40 MPa) - 40% fly ash,0.115444931,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 40/50 (40/50 MPa) - 40% fly ash,0.123301223,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV1 - 40% fly ash,0.098346089,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV2 - 40% fly ash,0.109182669,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 0 (6/8 MPa) - 25% blast furnace slag,0.055084294,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 1 (8/10 MPa) - 25% blast furnace slag,0.10288241,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,GEN 2 (12/40 MPa) - 25% blast furnace slag,0.081194991,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
